aqi,pm25,pm10,noise_db,temperature,humidity,weather_condition,distance_km,place_category,place_rating,time_of_day,day_of_week,user_mood,preferred_category,max_distance,user_previous_rating,suitability_score
175,80.9,164.0,50,31.4,71,Partly Cloudy,4.3,Fitness,4.9,14,1,Fresh Air,All,8.0,0.0,38
63,28.4,47.9,61,33.6,51,Clear,2.2,Fitness,4.5,20,6,Relax,Cafes,20.0,4.3,49
49,31.2,54.5,42,25.9,47,Cloudy,2.3,Lakes,3.6,7,6,Exercise,Lakes,8.0,0.0,94
86,43.6,70.1,56,19.2,57,Thunderstorm,1.6,Cafes,4.2,14,7,Meditate,Lakes,8.0,0.0,51
112,57.1,95.9,40,26.7,45,Mist/Fog,10.7,Libraries,4.5,10,1,Study,Parks,20.0,3.7,81
90,45.1,73.9,67,22.3,49,Clear,6.1,Fitness,4.8,22,2,Fresh Air,Fitness,20.0,0.0,64
92,52.7,101.8,37,26.7,44,Clear,4.9,Meditation,3.9,14,5,Relax,Parks,15.0,3.8,71
48,29.9,53.7,41,26.5,47,Cloudy,1.7,Meditation,4.1,6,6,Study,All,8.0,4.1,86
76,38.2,83.9,35,35.8,62,Mist/Fog,4.7,Lakes,4.6,12,3,Meditate,Cafes,8.0,3.5,63
165,102.8,170.2,58,20.1,75,Thunderstorm,5.8,Cafes,4.6,13,1,Quiet Time,Libraries,20.0,0.0,51
135,77.5,124.3,57,32.3,79,Partly Cloudy,0.7,Cafes,4.4,14,1,Fresh Air,Parks,20.0,0.0,43
71,41.5,90.8,37,23.0,43,Mist/Fog,0.9,Libraries,4.6,12,7,Fresh Air,Meditation,5.0,3.3,86
108,59.9,97.0,39,21.7,66,Mist/Fog,7.7,Libraries,4.8,19,2,Relax,Meditation,10.0,0.0,68
98,52.3,105.2,42,19.5,42,Clear,0.6,Libraries,3.7,13,6,Relax,Parks,15.0,0.0,61
142,88.2,169.2,58,34.2,80,Thunderstorm,14.9,Cafes,3.7,12,4,Quiet Time,Libraries,15.0,0.0,35
128,80.8,168.0,57,25.3,53,Partly Cloudy,3.0,Cafes,4.8,9,7,Study,Lakes,5.0,0.0,55
173,74.1,139.9,50,30.8,75,Thunderstorm,0.5,Parks,4.3,13,7,Meditate,Meditation,8.0,4.8,7
35,18.7,32.8,39,32.9,37,Partly Cloudy,2.7,Parks,3.7,13,6,Meditate,Libraries,8.0,0.0,70
38,21.2,34.9,40,21.0,48,Rainy,6.9,Meditation,3.5,6,7,Meditate,Libraries,5.0,4.3,95
53,29.6,48.8,46,35.2,39,Rainy,5.7,Parks,4.5,7,7,Relax,Lakes,20.0,0.0,59
35,17.3,28.9,42,23.2,49,Mist/Fog,0.9,Meditation,4.7,21,3,Relax,Meditation,20.0,0.0,99
21,10.4,16.9,41,18.8,37,Clear,4.1,Lakes,4.1,16,1,Study,Libraries,8.0,4.0,88
25,12.6,26.2,36,24.7,37,Cloudy,1.6,Meditation,4.7,18,6,Meditate,Cafes,8.0,4.4,99
47,24.2,43.9,51,32.0,82,Thunderstorm,7.1,Lakes,3.8,8,1,Meditate,Cafes,20.0,3.1,28
66,35.6,68.3,34,31.2,83,Mist/Fog,3.9,Parks,4.9,21,2,Exercise,Lakes,20.0,0.0,99
30,17.0,28.6,34,23.3,43,Mist/Fog,3.3,Meditation,4.1,11,1,Quiet Time,All,10.0,3.8,99
143,87.4,162.4,47,19.5,78,Cloudy,6.3,Fitness,4.9,18,2,Meditate,Lakes,10.0,4.5,43
143,70.4,135.6,37,35.3,80,Partly Cloudy,0.4,Parks,4.2,15,4,Meditate,Cafes,5.0,0.0,37
174,92.7,199.3,42,31.2,53,Partly Cloudy,3.1,Cafes,4.3,14,3,Fresh Air,Libraries,20.0,0.0,40
139,56.9,114.5,46,22.3,80,Cloudy,1.1,Fitness,3.8,22,3,Relax,Meditation,10.0,0.0,52
144,86.6,180.4,47,28.8,61,Mist/Fog,4.8,Fitness,4.3,12,2,Relax,Cafes,5.0,0.0,38
64,26.2,48.3,34,35.2,80,Clear,3.6,Lakes,4.2,16,4,Meditate,Cafes,20.0,4.9,77
162,100.9,162.1,30,36.0,36,Clear,0.7,Libraries,3.7,10,7,Fresh Air,Meditation,15.0,0.0,43
132,69.2,141.0,41,20.2,71,Thunderstorm,2.2,Libraries,4.8,12,4,Study,Cafes,5.0,4.6,84
23,9.9,19.0,47,20.0,49,Cloudy,1.2,Lakes,4.2,6,5,Relax,All,20.0,5.0,99
26,12.0,21.2,40,19.7,81,Clear,4.5,Lakes,3.7,19,6,Meditate,Libraries,10.0,3.7,82
37,18.8,39.0,34,19.7,72,Mist/Fog,2.2,Parks,4.9,12,7,Study,Parks,5.0,0.0,96
61,37.7,60.9,30,19.3,82,Rainy,1.1,Libraries,4.7,14,3,Exercise,Libraries,8.0,4.6,99
24,13.4,25.3,40,34.2,66,Mist/Fog,14.8,Meditation,3.9,7,1,Fresh Air,Parks,10.0,4.8,73
88,45.7,91.4,36,20.5,37,Thunderstorm,1.2,Libraries,4.4,9,1,Meditate,Lakes,10.0,3.7,98
128,52.7,96.0,57,19.2,49,Mist/Fog,3.3,Fitness,4.6,20,3,Quiet Time,All,5.0,0.0,47
172,86.9,171.6,63,23.3,62,Mist/Fog,3.5,Fitness,4.6,20,1,Fresh Air,Libraries,20.0,0.0,29
151,82.3,163.1,52,23.9,40,Partly Cloudy,0.4,Cafes,4.8,12,2,Meditate,Libraries,20.0,0.0,41
63,31.6,61.2,50,29.2,36,Rainy,3.2,Lakes,4.1,9,4,Study,Fitness,8.0,0.0,37
29,15.7,34.5,38,22.0,68,Thunderstorm,3.5,Parks,4.5,22,2,Quiet Time,Cafes,10.0,0.0,70
174,108.2,180.8,44,28.2,56,Mist/Fog,0.4,Cafes,4.1,17,5,Relax,Lakes,8.0,0.0,37
62,33.3,64.7,33,19.3,76,Mist/Fog,0.4,Libraries,4.7,9,6,Quiet Time,Lakes,15.0,0.0,99
61,26.2,55.2,40,27.7,47,Rainy,5.9,Meditation,4.8,14,6,Study,Libraries,10.0,0.0,75
50,28.3,54.0,44,19.1,37,Rainy,6.6,Parks,4.3,8,1,Meditate,Cafes,15.0,0.0,42
22,12.4,20.4,45,33.4,51,Clear,2.4,Parks,4.8,22,2,Relax,All,8.0,0.0,99
131,54.0,98.3,38,18.3,59,Cloudy,2.3,Libraries,4.1,7,6,Quiet Time,Cafes,10.0,0.0,70
127,61.7,119.3,29,31.0,76,Rainy,9.3,Libraries,5.0,8,7,Quiet Time,Parks,5.0,0.0,71
31,19.9,34.2,42,34.9,82,Clear,1.6,Parks,3.8,18,1,Exercise,Libraries,8.0,0.0,99
47,18.8,31.4,47,32.9,83,Partly Cloudy,1.6,Lakes,4.2,17,4,Meditate,Meditation,15.0,3.4,64
31,12.8,27.9,49,18.9,78,Cloudy,1.5,Parks,5.0,9,4,Quiet Time,Libraries,5.0,5.0,98
111,47.4,79.9,50,30.0,43,Rainy,1.0,Cafes,4.8,8,4,Relax,Cafes,5.0,0.0,76
48,22.3,48.1,34,27.8,71,Thunderstorm,2.7,Meditation,4.2,19,7,Fresh Air,Fitness,20.0,0.0,88
64,32.1,57.9,44,35.3,36,Rainy,5.7,Parks,4.3,19,4,Fresh Air,Parks,20.0,0.0,71
102,64.7,112.7,41,33.5,35,Partly Cloudy,5.4,Parks,4.3,8,6,Exercise,Cafes,15.0,0.0,80
61,30.4,64.6,48,27.7,57,Cloudy,0.7,Cafes,4.1,10,6,Quiet Time,Parks,10.0,4.3,94
45,28.9,59.3,51,28.6,73,Thunderstorm,1.4,Lakes,4.4,15,7,Relax,Libraries,15.0,0.0,67
47,27.4,54.7,43,28.8,69,Mist/Fog,2.8,Parks,4.5,15,5,Study,Fitness,10.0,4.5,78
23,11.2,22.1,36,30.5,57,Clear,1.8,Meditation,3.9,18,4,Fresh Air,Meditation,8.0,3.4,99
55,35.2,57.7,45,26.9,61,Rainy,2.0,Parks,4.8,19,5,Fresh Air,Cafes,8.0,0.0,80
28,18.2,29.5,45,30.3,35,Cloudy,3.9,Lakes,4.1,14,1,Meditate,Lakes,8.0,0.0,82
130,74.3,144.3,28,21.0,79,Clear,1.0,Libraries,4.8,14,3,Exercise,Meditation,10.0,4.0,82
75,36.6,76.5,32,22.4,82,Mist/Fog,4.3,Libraries,4.8,18,7,Fresh Air,Cafes,20.0,0.0,86
31,17.7,38.0,30,31.0,81,Cloudy,1.0,Meditation,4.1,11,4,Relax,Lakes,10.0,0.0,90
47,26.9,44.7,49,19.9,70,Thunderstorm,1.9,Lakes,4.9,21,5,Quiet Time,Parks,5.0,3.8,77
50,30.3,52.6,31,29.2,78,Mist/Fog,8.2,Meditation,3.6,9,4,Study,Fitness,20.0,0.0,71
51,27.8,49.0,34,21.8,50,Cloudy,1.7,Lakes,3.7,16,2,Relax,Parks,15.0,4.5,99
159,84.4,147.1,34,18.8,82,Cloudy,1.4,Libraries,4.5,9,3,Exercise,Meditation,8.0,0.0,63
40,22.2,48.1,36,27.4,63,Thunderstorm,3.6,Parks,4.6,6,3,Relax,Fitness,8.0,3.5,75
165,104.6,202.3,58,25.5,82,Rainy,7.3,Cafes,4.3,20,5,Exercise,Parks,20.0,0.0,46
114,55.2,99.5,55,23.0,66,Mist/Fog,4.9,Cafes,4.9,16,7,Meditate,Parks,15.0,0.0,43
175,105.5,195.9,39,34.8,35,Partly Cloudy,0.4,Lakes,4.7,17,6,Study,Libraries,8.0,4.3,40
59,36.6,76.7,48,19.2,35,Cloudy,1.8,Lakes,4.3,19,5,Relax,Parks,5.0,0.0,86
130,64.5,127.2,54,27.0,77,Partly Cloudy,16.6,Cafes,4.1,20,6,Fresh Air,Libraries,8.0,0.0,23
147,63.6,134.0,67,21.0,53,Mist/Fog,1.1,Fitness,4.3,11,6,Exercise,Parks,5.0,0.0,61
26,15.9,25.5,39,19.1,71,Clear,7.9,Lakes,3.9,14,4,Relax,Parks,20.0,4.4,99
119,70.4,129.7,39,26.2,74,Mist/Fog,8.4,Libraries,4.2,14,6,Study,All,15.0,0.0,78
172,82.8,163.2,43,31.4,54,Mist/Fog,4.1,Lakes,4.6,18,1,Exercise,Parks,8.0,0.0,45
133,59.0,110.6,37,32.2,71,Rainy,9.4,Lakes,4.9,6,3,Quiet Time,Cafes,20.0,3.3,54
174,101.5,211.1,45,19.4,50,Thunderstorm,3.1,Lakes,3.9,11,3,Quiet Time,Cafes,8.0,0.0,24
125,78.0,134.3,57,22.8,41,Cloudy,4.8,Fitness,4.6,21,2,Meditate,Fitness,15.0,3.8,50
83,50.0,103.2,53,20.1,79,Mist/Fog,3.5,Cafes,4.2,11,5,Study,Fitness,20.0,3.1,71
46,27.1,58.2,46,26.8,79,Partly Cloudy,1.7,Parks,4.9,22,2,Study,Parks,20.0,3.1,89
144,59.6,102.1,34,22.8,62,Clear,3.6,Lakes,4.3,22,7,Study,Cafes,15.0,0.0,56
140,81.3,172.9,54,21.3,66,Cloudy,2.1,Cafes,4.7,7,2,Quiet Time,Parks,5.0,5.0,71
91,46.9,84.8,49,33.7,63,Partly Cloudy,9.5,Parks,3.5,10,6,Fresh Air,Fitness,5.0,0.0,55
95,38.6,68.8,55,33.6,60,Mist/Fog,0.5,Fitness,4.9,19,4,Fresh Air,Meditation,8.0,4.4,59
26,11.4,19.7,36,34.6,83,Mist/Fog,2.1,Parks,3.6,8,1,Meditate,Cafes,8.0,3.8,71
52,26.6,54.1,45,31.7,81,Thunderstorm,1.1,Lakes,4.6,12,1,Meditate,All,20.0,3.4,50
59,35.6,73.5,35,21.2,39,Cloudy,0.4,Parks,4.5,22,2,Quiet Time,Parks,20.0,0.0,99
26,14.3,26.1,34,21.5,77,Thunderstorm,18.6,Parks,4.6,8,7,Fresh Air,Meditation,10.0,0.0,69
35,20.8,40.6,48,22.1,57,Clear,0.8,Lakes,4.1,17,5,Quiet Time,Meditation,8.0,3.7,99
160,74.4,122.4,55,18.5,84,Partly Cloudy,9.6,Cafes,3.7,11,4,Meditate,Parks,15.0,4.0,17
61,30.9,60.4,41,20.3,49,Partly Cloudy,4.0,Parks,4.0,14,7,Exercise,Meditation,5.0,4.8,99
78,45.1,79.9,50,18.3,53,Clear,8.5,Fitness,4.3,20,3,Quiet Time,All,15.0,0.0,67
138,89.6,163.4,49,35.0,47,Partly Cloudy,6.7,Cafes,4.8,14,4,Exercise,Libraries,8.0,0.0,44
25,14.9,24.9,37,32.3,62,Mist/Fog,0.7,Parks,3.9,8,4,Relax,Libraries,15.0,4.0,99
108,47.2,76.4,61,30.7,58,Cloudy,1.1,Fitness,4.1,9,2,Quiet Time,Lakes,5.0,4.4,51
155,73.1,159.5,59,23.4,75,Rainy,1.0,Cafes,3.5,19,2,Relax,All,8.0,4.7,42
82,33.4,55.9,45,36.0,75,Partly Cloudy,5.6,Fitness,4.1,20,3,Exercise,Libraries,20.0,0.0,78
69,33.7,55.2,31,30.6,58,Partly Cloudy,0.4,Libraries,4.1,19,1,Exercise,Fitness,10.0,3.7,86
49,21.1,37.0,34,22.7,46,Mist/Fog,5.4,Parks,3.6,14,5,Relax,Cafes,20.0,3.5,93
151,62.0,121.9,56,23.4,76,Thunderstorm,6.3,Fitness,4.7,22,4,Relax,Lakes,15.0,0.0,14
38,20.9,42.8,29,35.2,42,Rainy,2.6,Meditation,4.2,14,2,Exercise,Meditation,5.0,3.3,99
77,44.1,84.2,52,28.5,80,Cloudy,19.3,Cafes,4.7,8,6,Exercise,Parks,15.0,0.0,60
77,31.8,59.7,65,19.9,55,Partly Cloudy,6.7,Fitness,4.4,14,1,Meditate,All,5.0,0.0,36
51,28.2,53.8,36,26.1,42,Thunderstorm,0.7,Meditation,4.9,22,6,Relax,Parks,15.0,0.0,95
166,79.0,133.0,47,35.0,79,Rainy,2.9,Parks,4.4,20,5,Relax,Libraries,8.0,4.9,32
83,34.2,64.5,35,32.9,43,Clear,1.0,Meditation,3.6,18,1,Meditate,All,20.0,0.0,85
85,37.5,75.1,36,20.7,71,Thunderstorm,2.0,Meditation,4.5,7,3,Exercise,Meditation,15.0,3.7,99
167,70.5,137.4,47,18.8,79,Rainy,3.9,Fitness,4.2,13,3,Relax,Lakes,8.0,0.0,8
161,90.9,180.4,30,18.8,65,Mist/Fog,2.2,Libraries,4.8,18,4,Fresh Air,Fitness,10.0,0.0,57
105,49.0,93.4,48,18.2,63,Rainy,0.7,Fitness,3.7,17,5,Study,Libraries,8.0,0.0,28
63,40.3,83.3,32,27.6,60,Rainy,3.6,Meditation,3.7,14,4,Fresh Air,Parks,15.0,0.0,77
39,21.7,35.5,32,36.0,40,Partly Cloudy,8.2,Meditation,4.0,11,7,Exercise,Libraries,8.0,0.0,79
20,8.9,15.6,50,28.0,39,Cloudy,1.7,Lakes,4.9,17,3,Exercise,Meditation,5.0,0.0,97
66,28.0,50.1,28,30.5,48,Partly Cloudy,5.7,Libraries,4.1,8,4,Meditate,Lakes,15.0,0.0,87
117,67.3,131.7,58,29.3,62,Thunderstorm,11.3,Fitness,4.8,20,7,Relax,Fitness,5.0,0.0,16
38,23.3,38.7,38,29.2,80,Cloudy,3.7,Parks,4.3,13,6,Study,All,10.0,0.0,80
99,47.3,101.0,29,28.6,83,Cloudy,6.0,Libraries,3.7,10,6,Study,Libraries,5.0,0.0,88
41,20.1,40.6,40,18.8,40,Mist/Fog,2.6,Lakes,4.5,7,2,Relax,Fitness,15.0,0.0,94
90,45.2,91.6,30,28.4,51,Thunderstorm,3.5,Libraries,4.2,7,1,Meditate,Cafes,15.0,0.0,88
154,73.1,159.6,50,23.3,53,Clear,1.9,Fitness,4.7,19,4,Fresh Air,Lakes,10.0,0.0,55
156,98.7,176.6,57,31.6,51,Rainy,8.1,Cafes,4.2,15,7,Meditate,All,20.0,3.4,25
30,17.9,31.4,34,32.1,77,Rainy,1.0,Meditation,4.0,15,1,Fresh Air,All,15.0,4.3,99
105,64.5,107.8,36,35.3,74,Partly Cloudy,2.3,Parks,4.5,21,3,Relax,Meditation,15.0,0.0,74
100,42.6,72.7,54,19.7,80,Clear,7.0,Cafes,4.3,22,6,Fresh Air,All,10.0,3.1,54
64,33.3,63.2,44,33.7,43,Partly Cloudy,3.5,Parks,4.2,6,7,Relax,Cafes,10.0,3.3,71
84,37.0,77.2,46,20.0,43,Mist/Fog,1.1,Fitness,3.8,21,3,Exercise,Fitness,10.0,3.7,99
63,35.2,64.1,32,21.1,41,Thunderstorm,4.2,Meditation,4.3,14,3,Relax,Cafes,8.0,0.0,84
137,69.5,123.9,48,26.4,71,Mist/Fog,7.4,Cafes,3.7,12,2,Relax,All,5.0,0.0,40
177,101.0,199.2,41,26.1,80,Clear,2.1,Meditation,3.9,15,6,Fresh Air,Fitness,8.0,0.0,39
72,32.2,67.6,57,21.1,38,Mist/Fog,2.6,Fitness,4.5,7,7,Meditate,Cafes,5.0,0.0,48
48,19.6,38.5,48,23.8,62,Partly Cloudy,6.5,Lakes,4.4,13,3,Relax,Lakes,10.0,0.0,99
161,99.1,205.4,55,19.2,78,Thunderstorm,2.3,Cafes,3.9,8,7,Relax,All,20.0,0.0,34
84,42.6,89.3,45,33.8,69,Thunderstorm,2.6,Cafes,3.8,9,1,Quiet Time,Lakes,20.0,0.0,74
91,51.0,85.4,57,27.2,47,Thunderstorm,3.0,Fitness,4.7,19,5,Quiet Time,Meditation,15.0,0.0,35
89,57.5,108.6,61,19.9,76,Rainy,4.3,Fitness,4.1,7,7,Fresh Air,All,10.0,4.5,31
142,63.0,105.8,31,29.7,64,Thunderstorm,0.9,Meditation,3.9,9,2,Fresh Air,Meditation,8.0,0.0,76
169,74.2,158.0,31,27.3,60,Partly Cloudy,0.5,Libraries,4.3,12,2,Relax,Cafes,20.0,3.1,46
60,24.2,48.8,40,24.8,37,Rainy,0.4,Parks,4.5,21,6,Relax,Parks,20.0,3.0,88
62,25.8,52.5,58,34.7,67,Cloudy,3.9,Cafes,4.4,7,7,Exercise,Fitness,5.0,0.0,62
67,32.1,59.2,43,33.0,74,Cloudy,0.4,Libraries,4.6,6,4,Fresh Air,Meditation,8.0,0.0,78
173,94.6,176.2,43,34.3,37,Clear,2.3,Cafes,4.1,8,1,Study,Lakes,15.0,4.3,47
61,25.8,54.3,59,35.8,35,Partly Cloudy,2.4,Cafes,3.7,14,7,Study,Fitness,10.0,0.0,58
75,37.9,65.2,51,27.6,63,Rainy,3.7,Cafes,4.1,20,7,Fresh Air,Fitness,8.0,3.5,66
117,65.4,109.3,36,29.9,59,Mist/Fog,3.6,Libraries,3.5,19,2,Fresh Air,Libraries,10.0,4.7,71
21,8.9,16.5,46,26.2,83,Cloudy,2.9,Parks,4.7,11,4,Quiet Time,Libraries,20.0,5.0,99
166,81.7,137.5,29,24.5,60,Rainy,12.8,Meditation,4.2,20,3,Relax,Fitness,5.0,0.0,33
74,31.0,59.7,56,27.9,49,Mist/Fog,3.6,Cafes,4.1,10,4,Exercise,Libraries,20.0,3.3,65
23,9.5,19.2,43,31.0,53,Cloudy,9.0,Meditation,4.7,17,6,Exercise,Lakes,5.0,4.0,86
68,41.6,75.7,41,28.3,81,Mist/Fog,0.5,Meditation,3.8,16,4,Meditate,All,15.0,3.1,83
58,30.0,51.2,36,29.0,79,Thunderstorm,7.9,Lakes,3.5,8,4,Meditate,Fitness,10.0,0.0,43
40,16.9,37.1,35,34.6,74,Thunderstorm,1.9,Lakes,3.6,17,5,Meditate,Meditation,15.0,0.0,46
63,34.8,73.3,49,35.7,67,Clear,1.6,Parks,3.6,7,6,Relax,All,15.0,4.9,92
40,24.1,47.1,38,35.2,47,Clear,4.5,Meditation,4.8,15,5,Meditate,Parks,5.0,0.0,86
155,67.5,131.0,55,28.0,45,Thunderstorm,7.1,Fitness,3.7,14,3,Study,Parks,10.0,0.0,5
153,80.9,136.3,55,32.6,39,Cloudy,8.4,Fitness,3.6,16,1,Relax,Libraries,5.0,4.5,17
78,34.8,65.5,51,24.5,47,Mist/Fog,5.4,Fitness,4.0,10,4,Fresh Air,Cafes,8.0,0.0,62
108,59.1,102.3,39,34.0,81,Cloudy,2.7,Meditation,4.0,11,3,Exercise,All,20.0,0.0,65
88,55.3,106.4,33,26.0,57,Clear,1.4,Libraries,4.1,20,5,Quiet Time,Fitness,5.0,3.2,94
127,68.0,122.4,40,18.8,66,Clear,1.6,Meditation,4.5,9,2,Meditate,Meditation,5.0,3.2,82
37,20.4,41.0,36,30.7,57,Cloudy,2.0,Parks,3.8,6,4,Exercise,Fitness,8.0,0.0,99
138,89.6,191.4,54,25.9,50,Partly Cloudy,5.8,Cafes,4.0,7,1,Quiet Time,All,20.0,3.8,64
91,44.1,93.4,66,35.4,67,Cloudy,4.4,Fitness,4.2,16,1,Relax,All,10.0,0.0,37
25,13.7,22.3,40,28.6,53,Mist/Fog,0.4,Parks,4.5,8,1,Exercise,Meditation,8.0,3.8,99
176,104.4,167.8,60,20.1,48,Thunderstorm,0.8,Fitness,4.8,19,1,Fresh Air,Parks,5.0,0.0,11
47,19.9,34.5,45,29.1,43,Thunderstorm,3.1,Parks,4.6,13,3,Relax,Libraries,10.0,0.0,66
96,40.1,65.6,59,34.9,35,Thunderstorm,0.4,Cafes,4.1,7,1,Meditate,All,20.0,0.0,40
115,66.0,110.6,50,29.9,63,Partly Cloudy,1.5,Parks,4.5,17,7,Quiet Time,Parks,20.0,3.0,66
148,90.5,162.9,28,29.4,76,Partly Cloudy,0.6,Libraries,5.0,16,3,Exercise,Cafes,8.0,3.8,73
57,25.5,55.3,54,21.9,46,Partly Cloudy,1.7,Cafes,3.6,7,5,Meditate,Libraries,5.0,4.8,65
96,38.5,79.3,36,27.2,47,Rainy,0.9,Libraries,3.6,18,4,Quiet Time,All,5.0,3.3,90
93,57.6,111.6,63,26.1,77,Thunderstorm,7.2,Fitness,3.8,19,3,Study,Cafes,5.0,3.1,5
73,29.4,59.3,42,27.4,38,Cloudy,2.5,Lakes,4.8,10,1,Exercise,Meditation,15.0,0.0,84
50,22.4,45.3,37,32.3,71,Mist/Fog,1.0,Lakes,4.9,22,7,Meditate,Meditation,10.0,4.1,87
139,75.3,140.1,40,25.9,61,Thunderstorm,1.7,Libraries,3.6,16,5,Quiet Time,All,20.0,0.0,77
99,52.4,106.1,62,34.5,58,Cloudy,5.4,Fitness,4.8,8,5,Quiet Time,All,20.0,0.0,45
112,49.6,94.5,33,33.6,67,Cloudy,19.2,Meditation,3.8,21,2,Meditate,Libraries,8.0,3.4,38
67,42.6,69.7,35,26.8,48,Cloudy,1.1,Lakes,4.9,22,6,Quiet Time,Fitness,8.0,3.8,99
142,81.7,163.7,55,18.2,36,Mist/Fog,1.1,Cafes,3.9,10,2,Fresh Air,Libraries,5.0,0.0,41
163,75.1,152.5,42,27.1,55,Partly Cloudy,7.9,Cafes,3.9,12,1,Meditate,Meditation,15.0,0.0,29
80,48.6,91.1,40,19.7,61,Thunderstorm,0.8,Parks,4.5,11,5,Study,Meditation,5.0,4.4,57
47,28.9,49.0,47,21.9,82,Thunderstorm,0.4,Parks,4.8,14,1,Exercise,Lakes,8.0,0.0,83
123,73.8,127.1,29,18.3,37,Rainy,2.1,Libraries,5.0,19,7,Meditate,Parks,10.0,0.0,82
170,71.6,136.6,41,19.1,64,Cloudy,5.6,Parks,4.0,7,4,Exercise,Parks,10.0,0.0,73
89,52.7,107.0,37,18.2,67,Cloudy,2.0,Libraries,3.8,11,4,Meditate,Meditation,15.0,4.8,90
136,85.7,175.1,50,30.5,48,Thunderstorm,0.9,Lakes,4.8,7,5,Study,Parks,20.0,0.0,24
48,24.1,47.8,39,19.5,65,Mist/Fog,4.3,Meditation,3.8,16,7,Quiet Time,Libraries,10.0,3.3,78
136,66.8,116.3,31,35.1,36,Partly Cloudy,4.4,Libraries,3.6,17,7,Meditate,Lakes,5.0,0.0,53
98,56.8,103.5,35,25.0,69,Mist/Fog,4.2,Libraries,4.0,20,4,Exercise,All,15.0,0.0,84
172,108.2,194.9,45,25.9,63,Partly Cloudy,16.8,Cafes,4.1,22,4,Quiet Time,Fitness,10.0,0.0,34
66,29.3,51.9,34,34.3,63,Mist/Fog,9.4,Parks,4.9,15,5,Exercise,Parks,20.0,3.7,99
99,47.1,88.0,44,18.2,78,Partly Cloudy,1.4,Cafes,4.1,9,3,Study,Libraries,8.0,3.2,73
173,97.3,189.7,46,34.9,75,Partly Cloudy,1.6,Cafes,4.8,12,6,Relax,Meditation,10.0,0.0,32
63,39.5,84.6,45,30.4,41,Mist/Fog,10.2,Fitness,4.9,10,1,Exercise,Parks,10.0,4.5,99
86,37.8,68.7,43,31.3,43,Cloudy,8.0,Libraries,4.7,14,3,Relax,Libraries,20.0,0.0,78
63,38.9,84.0,46,27.5,74,Mist/Fog,7.6,Parks,3.8,20,4,Relax,Cafes,8.0,0.0,74
38,17.1,27.4,32,29.6,37,Clear,5.3,Meditation,4.7,20,5,Exercise,Cafes,10.0,4.9,99
53,23.2,49.0,49,19.2,44,Partly Cloudy,2.5,Fitness,3.7,6,5,Relax,All,8.0,4.9,76
169,99.8,191.4,59,26.9,43,Clear,0.4,Fitness,3.8,17,3,Relax,Fitness,5.0,0.0,35
133,72.3,143.1,56,24.2,70,Partly Cloudy,12.2,Fitness,4.7,12,2,Relax,Libraries,10.0,3.3,34
140,62.7,120.0,58,23.2,77,Clear,4.4,Fitness,4.7,13,2,Exercise,Parks,8.0,3.9,67
167,89.8,168.4,36,28.9,74,Rainy,0.8,Libraries,4.7,12,4,Exercise,All,20.0,3.0,63
49,31.3,68.5,38,30.2,66,Thunderstorm,1.0,Parks,4.9,21,6,Meditate,Cafes,5.0,0.0,56
83,41.6,71.6,49,20.4,45,Cloudy,12.6,Cafes,5.0,10,2,Fresh Air,Fitness,8.0,0.0,58
132,77.7,137.9,67,28.1,68,Cloudy,5.0,Fitness,4.6,11,2,Fresh Air,All,8.0,0.0,33
49,30.6,53.4,50,26.6,74,Mist/Fog,0.5,Lakes,4.3,14,4,Fresh Air,Lakes,5.0,0.0,99
157,63.0,126.1,31,35.1,73,Thunderstorm,4.0,Libraries,3.7,8,2,Study,All,10.0,0.0,61
45,26.1,52.0,34,31.1,74,Cloudy,0.5,Meditation,3.9,8,7,Study,Meditation,10.0,4.3,99
52,21.7,42.1,50,23.9,48,Cloudy,3.3,Parks,4.4,18,5,Study,All,5.0,0.0,68
74,38.4,61.5,30,21.0,83,Cloudy,4.1,Libraries,4.4,21,1,Study,Fitness,5.0,4.3,98
124,72.9,135.4,51,26.3,63,Rainy,2.4,Lakes,4.3,22,4,Study,All,5.0,3.3,23
39,19.4,39.9,42,30.5,83,Cloudy,3.0,Parks,4.5,19,3,Fresh Air,Fitness,15.0,4.3,99
61,35.0,60.3,44,31.9,51,Mist/Fog,1.0,Lakes,4.5,16,2,Quiet Time,Meditation,20.0,3.3,93
95,57.2,100.9,47,26.2,81,Mist/Fog,2.6,Cafes,3.5,19,5,Relax,Fitness,5.0,0.0,58
136,69.2,127.4,52,26.1,50,Thunderstorm,10.2,Cafes,4.7,18,3,Study,Libraries,15.0,0.0,64
102,49.8,100.6,50,28.6,54,Clear,1.4,Cafes,4.4,20,4,Relax,All,15.0,4.8,70
51,23.2,40.0,39,26.4,35,Thunderstorm,1.9,Meditation,3.7,11,4,Quiet Time,Lakes,5.0,0.0,87
43,26.3,55.3,47,25.1,81,Thunderstorm,2.2,Parks,3.9,16,7,Study,Libraries,15.0,4.8,57
89,41.3,67.9,58,20.2,63,Thunderstorm,3.5,Cafes,4.6,13,7,Quiet Time,Parks,8.0,0.0,78
124,58.0,107.1,28,33.1,69,Mist/Fog,1.0,Libraries,3.6,16,5,Study,Parks,8.0,0.0,68
78,42.4,88.6,38,28.5,81,Thunderstorm,0.7,Meditation,3.7,6,7,Quiet Time,Cafes,8.0,0.0,78
